"# 文本key","文本value"
"tile_desc_300019","Пустыня\\nЖара 2"
"tile_desc_300021","Пустыня\\nЖара 2"
"tile_desc_300120","Пустыня\\nЖара 2"
"tile_desc_300121","Пустыня\\nЖара 2"
"tile_desc_300122","Пустыня\\nЖара 2"
"tile_desc_300123","Пустыня\\nЖара 2"
"tile_desc_300048","Пустыня\\nЖара 2"
"tile_desc_300030","Болото\\nМиазмы 3"
"tile_desc_300125","Болото\\nМиазмы 3"
"tile_desc_300127","Болото\\nМиазмы 3"
"tile_desc_300101","Болото\\nМиазмы 3"
"tile_desc_300051","Болото\\nМиазмы 3"
"tile_desc_300135","Снежная страна\\nХолод 3"
"tile_desc_300036","Снежная страна\\nХолод 3"
"tile_desc_300128","Снежная страна\\nХолод 3"
"tile_desc_300130","Снежная страна\\nХолод 3"
"tile_desc_300039","Снежная страна\\nХолод 3"
"tile_desc_300131","Снежная страна\\nХолод 3"
"tile_desc_300050","Снежная страна\\nХолод 3"
"tile_desc_300002","Озеро\\nУютное"
"tile_desc_300013","Озеро\\nУютно"
"tile_desc_300126","Озеро\\nУютно"
"tile_desc_300035","Озеро\\nХолод 2"
"tile_desc_300133","Озеро\\nХолод 2"
"tile_desc_300040","Озеро\\nХрам Исцеления"
"tile_desc_300049","Озеро\\nХолод 2"
"tile_desc_300102","Обычный\\nУютный"
"tile_desc_300037","Снежная страна\\nХолод 5"
"tile_desc_300134","Озеро\\nУютно"
"tile_desc_300029","Озеро\\nУютно"
"tile_desc_300020","Пустыня\\nЖара 2"
"tile_desc_300011","Лава\\nЖар 5"
"tile_desc_300109","Болото\\nМиазмы 3"
"tile_desc_300104","Болото\\nМиазмы 3"
"tile_desc_300005","Снежная страна\\nХолод 5"
"tile_desc_300015","Лава\\nЖар 5"
"tile_desc_300046","Обычный\\nУютный"
"tile_desc_300026","Обычный\\nУютный"
"tile_desc_300028","Снежная страна\\nХолод 5"
"tile_desc_300031","Обычный\\nУютный"
"tile_desc_300003","Обычный\\nУютный"
"tile_desc_300009","Лава\\nЖар 5"
"tile_desc_300038","Снежная страна\\nХолод 3"
"tile_desc_300124","Болото\\nМиазмы 3"
"tile_desc_300108","Лава\\nЖар 5"
"tile_desc_300016","Пустыня\\nЖара 2"
"tile_desc_300034","Айс Лох\\nХолод 30"
"tile_desc_300025","Болото\\nМиазмы 30"
"tile_desc_300008","Вулкан\\nЖара 30"
"tile_desc_300042","Озеро\\nУютно"
"tile_desc_300043","Обычный\\nУютный"
"tile_desc_300044","Пустыня\\nЖара 2"
"tile_desc_300045","Снежная страна\\nХолод 5"
"tile_desc_300007","Обычный\\nУютный"
"tile_desc_300103","Лава\\nЖар 5"
"tile_desc_300006","Обычный\\nУютный"
"tile_desc_300004","Обычный\\nУютный"
"tile_desc_300017","Пустыня\\nЖара 2"
"tile_desc_300023","Пустыня\\nЖара 2"
"tile_desc_300024","Озеро\\nУютно"
"tile_desc_300041","Озеро\\nУютно"
"tile_desc_300132","Снежная земля\\nХолод 5"
"tile_desc_300129","Снежная земля\\nХолод 5"
"tile_desc_320000","Desert\\nHeat 2"
"tile_desc_320001","Plain\\nCozy"
"tile_desc_320002","Desert\\nHeat 2"
"tile_desc_319999","Храм Хуанмос"
"desc_base","Необходимые условия:"
"desc_type_1","Имейте {1} стаков [{0}]"
"desc_type_2_1","Новичок в {0} способностях"
"desc_type_2_2","Эксперт в {0} способностях"
"desc_type_2_3","Ветеран с {0} способностью"
"desc_type_2_4","Мастер {0} способностей"
"desc_type_2_5","Гуру в {0} способностях"
"desc_type_2_6","Мудрец в {0} способности"
"desc_type_3_0","Наденьте шляпу"
"desc_type_3_1","Наденьте верхнюю одежду"
"desc_type_3_2","Наденьте штаны"
"desc_type_3_3","Возьмите оружие"
"desc_type_3_4","Наденьте скрытое оружие"
"desc_type_4","Приобретенный навык:{0}"
"desc_type_5","Имейте {1} стопок по {0}"
"desc_type_6","Активированные Нейгуны:{0}"
"desc_type_7","Имейте с собой не менее {0}{1}"
"desc_type_8","Имеют отношения {1} {0}"
"desc_type_10","Приручите {0} видов животных"
"desc_type_prop","Требуется {0}: {1}"
"desc_type_relation_none","Никаких романтических партнеров"
"desc_type_different_disease","В настоящее время имеют не менее пяти различных скрытых заболеваний"
"desc_type_depend_move","Приобрести не менее: 8 навыков владения мечом"
"desc_type_buff_extra","(Использование такой пищи, как рыба, улучшает состояние)"
"teach_on_low_feeling_tips","Настроение слишком низкое. Истерия усилится, если обучение продолжится!"
"time_condition","{0} к {1}"
"time_condition_1","[01:00]"
"time_condition_3","[03:00]"
"time_condition_5","[05:00]"
"time_condition_7","[07:00]"
"time_condition_9","[09:00]"
"time_condition_11","[11:00]"
"time_condition_13","[13:00]"
"time_condition_15","[15:00]"
"time_condition_17","[17:00]"
"time_condition_19","[19:00]"
"time_condition_21","[21:00]"
"time_condition_23","[23:00]"
"weather_condition_1","Ясно"
"weather_condition_7","Ливень"
"weather_condition_10","Снегопад"
"weather_condition_extra","(Молитесь о погоде в городе Стражей.)"
"has_learned_tips","Уже выучено, еще раз смотреть анимацию?"
"cook_recipe","Формула приготовления"
"cook_recipe_desc","Выберите формулу для автозаполнения ингредиентов"
"cook_recipe_hover","<Cook1>Необходимые материалы</>\\n{0}\\n\\n<Cook1>Эффект костра</>\\n{1}"
"cook_stuff","Приготовить еду"
"cook_stuff_desc","Добавьте ингредиенты и попробуйте приготовить"
"cook_cook","Кулинария"
"my_cook_stuff","Мои\\nингредиенты"
"can_cook_num","Вы можете приготовить {0} порций"
"defect_stuff","(Отсутствует)"
"item_seach","Поиск предметов"
"item_sift_0","Все"
"item_sift_1","Крафтинг"
"item_sift_2","Еда"
"item_sift_3","Материал"
"item_sift_4","Книга"
"item_sift_5","Устройство"
"item_sift_6","Сокровище"
"item_sift_7","Руководство по навыкам"
"item_sift_8","Руководство по Нейгуну"
"item_sift_9","Шляпы"
"item_sift_10","Одежда"
"item_sift_11","Штаны"
"item_sift_12","Оружие"
"item_sift_13","Скрытое оружие"
"item_sift_14","Руда"
"item_sift_15","Трава"
"item_sift_16","Дерево"
"item_sift_999","Снаряжение"
"item_sort_type_0","По умолчанию"
"item_sort_type_1","Максимальное значение"
"item_sort_type_2","Максимальная нагрузка"
"item_sort_type_3","Макс. количество"
"StartGamePanel_1","V{0}"
"info_title_version","Версия"
"info_title_thanks","Особая благодарность"
"info_title_producer","Команда разработчиков"
"info_title_mod","Моды"
"info_title_notify","Примечания к патчу"
"privacy_policy","Соглашение о конфиденциальности"
"privacy_confirm","Принятие"
"privacy_cancel","Отказ"
"info_content_version","EA version (V0.8.0.0) preview:\\n<TDName>[Remove the limit on the number of plots]</>\\n<TDName>[Overall performance optimization]</> Optimize the efficiency of running a large number of NPCs and plots\\n<TDName>[Sandbox mode]</> Can create custom small worlds with multiple data, characters can freely switch between multiple worlds\\n<TDName>[Multiple character unlocking]</> You can marry yourself, give birth to yourself and kill yourself\\n<TDName>[Add a lot of adventure events] </>Richer random events\\n<TDName>[Childbirth system]</> Inherit according to the bloodline talent of parents\\n<TDName>[Function of Fengyun Temple]</> Supplement the worldview\\n<TDName>[Supplement and optimization of AI content] </>More interactive content and improved sense of immersion\\n<TDName>[Add more stunts and internal exercises]</>\\n<TDName>[Add more plots]</>\\n<TDName>[Add external use of hidden weapons]</>\\n<TDName>[Add details of actions]</>\\n<TDName>[Reset wooden man function and role]</>\\n<TDName>[More character suits]</>"
"info_content_thanks","<TDName>[bilibili game]</>\\nYu Yang\\n<TDName>[Independent Game Department]</>\\nLai Rongrong  Zhu Di EA(Yang Tiesmith) Candice Hu Xiaoban  Wang Jiahui 77 Ma MingMiya  Blank Shen Luo\\n<TDName>[Business]</>\\nGao Shuo Zhou Zhenhao Yue Yao Tang Jiahui\\n<TDName>[CE test]</>\\nChrisy Orange Fish Qingye Dylan\\n\\n———————————————<TDName> [Game Design Support] </>———————————————\\n<TDName>[Chief Consultant]</>\\nXu Dan\\n<TDName>[Technical Support]</>\\nGuo Fan Liang Bo Shi Jian Chen Feng Liu Chengnan Li Yongliang\\n\\n———————————————<TDName> [Special Thanks to Players] </>———————————————\\nXiong Batian Xian Wu Xin Xiao Tuzi Dadi Tu Renwu  Liu Xiaoqi Feng Fan Ye  Kan Dao Wo Qing Wo Gun Qu Xue Xi Sang Lang De Xin EcLancE a b  Luo Hang  Qian Huan Ya Yi Ding Yao Qian Han  Luo Yuan Yi Qie Dou Hui Hao De Ning Li Yuan Zhang  Qian Yi Qing  Xia Ran Xiao Xiao Yu Ye Wei Liang  Mai Meng Da Mo Wang  Ji He Shu Ji Yuan Ni e Dong Zhong Xue Chu Irakuho Gu Yan Sheng A Yang  Huan Hai Li Yue He Yi A A Ha Ha Ha Cali Bai Ni Tian Han  Dou A Dou A Dou Shan Shan Er Chuan  Xiao Hong Chen  Ba Feng Bu Dong Yi Quan Da Ying Wu Liao Le  Bu Sheng Ren Sheng Yi Chang Zui Shi You Tian He Ya  Shu Nüren  Yu Da  Leng Yi  Ba Ji Da Kuang Feng Chen Lang  Shan Xian Chu Yue Ming Shu Liu  Duo Chi Shi*  Qing Lou Zhuo Gui  Lan Huan  Ye Yu Xing Fan  Zheng Xin  Jiang Za Yu  Si Xi Dan Tui Ren Bai Xi Niu  Luo Yu  Jiu Tian  Yei Guo Lin  Qing Feng Ming Jian  BOBO Wei Xiao  Yao Luan  Xi Yun  Mo Xiao Xiang  Bai Sha Tang  Ji Zai Zhe  Wen Meng  creep  Jin Xi Fu He Xi  DIO  Qian Ye  Rc  Ai Teng  Shen Gui  Kai Wen  Han Tian Feng"
"info_content_producer","<TDName>[Продюсер]</>\\nВан Вэньцзян\\n<TDName>[Геймдизайнер]</>\\nФенг Кеке Чжан Вэньмин\\n<TDName>[Программа]</>\\n Фэн Цзехуа У Сяомин Линь Бин Цзоу Сяхуй\\n<TDName>[Музыкальные и звуковые эффекты]</>\\nХуан Лян\\n<TDName>[Моделирование]</>\\nЧэнь шаохуэй Фэн Личжэнь\\n<TDName>[Движения]</>\\nЛи Цзюньфэн\\n<TDName>[Спецэффекты]</>\\nЛинь Сяньвэй\\n<TDName>[Ассистент]</>\\nЛинь Сяолинь"
"behavior_type_1","Нормальное поведение"
"behavior_type_2","Позитивное поведение"
"behavior_type_3","Негативное поведение"
"behavior_stand","Вставай"
"behavior_la_xi","Диарея"
"behavior_die","Смерть"
"behavior_enemy_combat","Битва"
"behavior_101","Молитесь о дожде"
"behavior_102","Спать"
"behavior_102_1","Спать"
"behavior_103","Примите ванну"
"behavior_104","Играй Чжэн"
"behavior_105","Собери"
"behavior_106","Пейте вино"
"behavior_107","Поиск"
"behavior_108_0","Обморок"
"behavior_108","Обморок"
"behavior_108_1","Обморок"
"behavior_109","Перенесли"
"behavior_110","Сядьте на винный стол"
